name,smiles,smarts,group,hierarchy
"2,5-dimethoxy-3,4-(tetramethylene)phenethylamine",COC1=CC(=C(OC)C2=C1CCCC2)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]2:[#6]:1-[#6]-[#6]-[#6]-[#6]-2)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,6-dimethoxy-4-(2-aminoethyl)benzonorbornane",COC1=CC(=C(OC)C2=C1C3CCC2C3)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]2:[#6]:1-[#6]1-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"1,4-dimethoxynaphthyl-2-ethylamine",COC1=CC(=C(OC)C2=C1C=CC=C2)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxyphenethylamine",COC1=CC(=C(OC)C=C1)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-iodophenethylamine",[CH3:20][O:13][C:6]1=[CH:5][C:4](=[C:3]([O:16][CH3:11])[CH:2]=[C:1]1[I:12])[CH2:8][CH2:9][NH2:10],[#6H3:20]-[#8:13]-[#6:6]1:[#6H:5]:[#6:4](:[#6:3](-[#8:16]-[#6H3:11]):[#6H:2]:[#6:1]:1-[#53:12])-[#6H2:8]-[#6H2:9]-[#7H2:10],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-nitrophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)[N](=O)=O,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#7+](-[#8-])=[#8],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(i)-propoxyphenethylamine",COC1=C(CCN)C=C(OC)C(=C1)OC(C)C,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6](-[#6])-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-propylphenethylamine",CCCOC1=CC(=C(CCN)C=C1OC)OC,[#6]-[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
cyclopropylmescaline,COC1=C(CCN)C=C(OC)C(=C1)OCC2CC2,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6]-[#6]1-[#6]-[#6]-1,pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-methylseleneophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)[Se]C,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[Se]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-methylthiophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-ethylthiophenethylamine",[CH3:30][CH2:29][S:12][C:1]1=[CH:2][C:3](=[C:4]([CH2:8][CH2:9][NH2:10])[CH:5]=[C:6]1[O:13][CH3:20])[O:16][CH3:11],[#6H3:30]-[#6H2:29]-[#16:12]-[#6:1]1:[#6H:2]:[#6:3](:[#6:4](-[#6H2:8]-[#6H2:9]-[#7H2:10]):[#6H:5]:[#6:6]:1-[#8:13]-[#6H3:20])-[#8:16]-[#6H3:11],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(i)-propylthiophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SC(C)C,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6](-[#6])-[#6],pihkal,narcotics.pihkal.pihkal
"2,6-dimethoxy-4-(i)-propylthiophenethylamine)",COC1=C(CCN)C(=CC(=C1)SC(C)C)OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6](:[#6]:[#6](:[#6]:1)-[#16]-[#6](-[#6])-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-propylthiophenethylamine",[CH3:33][CH2:30][CH2:29][S:12][C:1]1=[CH:2][C:3](=[C:4]([CH2:8][CH2:9][NH2:10])[CH:5]=[C:6]1[O:13][CH3:20])[O:16][CH3:11],[#6H3:33]-[#6H2:30]-[#6H2:29]-[#16:12]-[#6:1]1:[#6H:2]:[#6:3](:[#6:4](-[#6H2:8]-[#6H2:9]-[#7H2:10]):[#6H:5]:[#6:6]:1-[#8:13]-[#6H3:20])-[#8:16]-[#6H3:11],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-cyclopropylmethylthiophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SCC2CC2,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6]-[#6]1-[#6]-[#6]-1,pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(t)-butylthiophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SC(C)(C)C,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6](-[#6])(-[#6])-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(2-methoxyethylthio)phenethylamine",COCCSC1=CC(=C(CCN)C=C1OC)OC,[#6]-[#8]-[#6]-[#6]-[#16]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-cyclopropylthiophenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SC2CC2,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6]1-[#6]-[#6]-1,pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(s)-butylthiophenethylamine",CCC(C)SC1=CC(=C(CCN)C=C1OC)OC,[#6]-[#6]-[#6](-[#6])-[#16]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(2-fluoroethylthio)phenethylamine",COC1=C(CCN)C=C(OC)C(=C1)SCCF,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#16]-[#6]-[#6]-[#9],pihkal,narcotics.pihkal.pihkal
"3,5-dimethoxy-4-trideuteromethoxy-phenethylamine",COC1=CC(=CC(=C1OC)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,4,5-trimethoxy-beta,beta-dideuterophenethylamine",COC1=CC(=CC(=C1OC)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,5-dimethoxy-4-methylphenethylamine",COC1=CC(=CC(=C1C)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,4-dimethoxyamphetamine",COC1=CC=C(CC(C)N)C(=C1)OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6](-[#6])-[#7]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxyamphetamine",COC1=CC=C(OC)C(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"3,4-dimethoxyamphetamine",COC1=CC=C(CC(C)N)C=C1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2-(2,5-dimethoxy-4-methylphenyl)cyclopropylamine",COC1=CC(=C(OC)C=C1C)C2CC2N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#6])-[#6]1-[#6]-[#6]-1-[#7],pihkal,narcotics.pihkal.pihkal
"3,4-dimethoxy-beta-hydroxyphenethylamine",COC1=CC=C(C=C1OC)C(O)CN,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1-[#8]-[#6])-[#6](-[#8])-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-3,4-methylenedioxyamphetamine",COC1=C2OCOC2=C(OC)C(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,3-dimethoxy-4,5-methylenedioxyamphetamine",COC1=C(CC(C)N)C=C2OCOC2=C1OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"3,4-dimethoxyphenethylamine",COC1=CC=C(CCN)C=C1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-amylamphetamine",CCCCCC1=CC(=C(CC(C)N)C=C1OC)OC,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-bromoamphetamine",COC1=CC(=C(OC)C=C1Br)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#35])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-butylamphetamine",CCCCC1=CC(=C(CC(C)N)C=C1OC)OC,[#6]-[#6]-[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-chloroamphetamine",COC1=CC(=C(OC)C=C1Cl)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#17])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(2-fluoroethyl)-amphetamine",COC1=CC(=C(OC)C=C1CCF)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#6]-[#6]-[#9])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-ethylamphetamine",CCC1=CC(=C(CC(C)N)C=C1OC)OC,[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-iodoamphetamine",COC1=CC(=C(OC)C=C1I)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#53])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-methylamphetamine",COC1=CC(=C(OC)C=C1C)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,6-dimethoxy-4-methylamphetamine",COC1=C(CC(C)N)C(=CC(=C1)C)OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6](:[#6]:[#6](:[#6]:1)-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-nitroamphetamine",COC1=C(CC(C)N)C=C(OC)C(=C1)[N](=O)=O,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#7+](-[#8-])=[#8],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-propylamphetamine",CCCC1=CC(=C(CC(C)N)C=C1OC)OC,[#6]-[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"3,5-dimethoxy-4-ethoxyphenethylamine",CCOC1=C(OC)C=C(CCN)C=C1OC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,4,5-triethoxyamphetamine",CCOC1=C(CC(C)N)C=C(OCC)C(=C1)OCC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](-[#8]-[#6]-[#6]):[#6](:[#6]:1)-[#8]-[#6]-[#6],pihkal,narcotics.pihkal.pihkal
"2,4-diethoxy-5-methoxyamphetamine",CCOC1=C(CCN)C=C(OC)C(=C1)OCC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-diethoxy-4-methoxyamphetamine",CCOC1=C(CCN)C=C(OCC)C(=C1)OC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]-[#6]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"4,5-dimethoxy-2-ethoxyamphetamine",CCOC1=C(CCN)C=C(OC)C(=C1)OC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2-ethylamino-1-(3,4-methylenedioxyphenyl)butane",CCC(N)CC1=CC=C2OCOC2=C1,[#6]-[#6]-[#6](-[#7])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"2-ethylamino-1-(3,4-methylenedioxyphenyl)pentane",CCCC(CC1=CC=C2OCOC2=C1)NCC,[#6]-[#6]-[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6],pihkal,narcotics.pihkal.pihkal
"6-(2-aminopropyl)-5-methoxy-2-methyl-2,3-dihydrobenzofuran",COC1=C(CC(C)N)C=C2OC(C)CC2=C1,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]2-[#8]-[#6](-[#6])-[#6]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"6-(2-aminopropyl)-2,2-dimethyl-5-methoxy-2,3-dihydrobenzofuran",COC1=C(CC(C)N)C=C2OC(C)(C)CC2=C1,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]2-[#8]-[#6](-[#6])(-[#6])-[#6]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"n-hydroxy-n-methyl-3,4-methylenedioxyamphetamine",CC(CC1=CC=C2OCOC2=C1)N(C)O,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7](-[#6])-[#8],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-3,4-(trimethylene)amphetamine",COC1=C2CCCC2=C(OC)C(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#6]-[#6]-[#6]-[#6]:2:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-3,4-(tetramethylene)amphetamine",COC1=C2CCCCC2=C(OC)C(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#6]-[#6]-[#6]-[#6]-[#6]:2:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"3,6-dimethoxy-4-(2-aminopropyl)benzonorbornane",COC1=C2C3CCC(C3)C2=C(OC)C(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#6]3-[#6]-[#6]-[#6](-[#6]-3)-[#6]:2:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-3,4-dimethylamphetamine",COC1=CC(=C(OC)C(=C1C)C)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6](:[#6]:1-[#6])-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"1,4-dimethoxynaphthyl-2-isopropylamine",COC1=CC(=C(OC)C2=C1C=CC=C2)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-ethylthio-n-hydroxyphenethylamine",,,pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-n-hydroxy-4-(n)-propylthiophenethylamine",CCCSC1=CC(=C(CCNO)C=C1OC)OC,[#6]-[#6]-[#6]-[#16]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6]-[#7]-[#8]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(s)-butylthio-n-hydroxyphenethylamine",CCC(C)SC1=CC(=C(CCNO)C=C1OC)OC,[#6]-[#6]-[#6](-[#6])-[#16]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6]-[#7]-[#8]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-n,n-dimethyl-4-iodoamphetamine",COC1=CC(=C(OC)C=C1I)CC(C)N(C)C,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#53])-[#6]-[#6](-[#6])-[#7](-[#6])-[#6],pihkal,narcotics.pihkal.pihkal
isomescaline,COC1=C(OC)C(=C(CCN)C=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
isoproscaline,COC1=CC(=CC(=C1OC(C)C)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6](-[#6])-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
5-ethoxy-2-methoxy-4-methylamphetamine,CCOC1=CC(=C(OC)C=C1C)CC(C)N,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2-amino-1-(3,4-methylenedioxyphenyl)butane",CCC(N)CC1=CC=C2OCOC2=C1,[#6]-[#6]-[#6](-[#7])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3-methoxy-4,5-methylenedioxyphenethylamine",COC1=C2OCOC2=CC(=C1)CCN,[#6]-[#8]-[#6]1:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:[#6](:[#6]:1)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
mescaline,C[O:7][C:2]1=[CH:1][C:6](=[CH:5][C:4](=[C:3]1[O:9]C)[O:20]C)[CH2:10][CH2:11][NH2:12],[#6]-[#8:7]-[#6:2]1:[#6H:1]:[#6:6](:[#6H:5]:[#6:4](:[#6:3]:1-[#8:9]-[#6])-[#8:20]-[#6])-[#6H2:10]-[#6H2:11]-[#7H2:12],pihkal,narcotics.pihkal.pihkal
4-methoxyamphetamine,CC(CC1=CC=C(C=C1)OC)N,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#8]-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,n-dimethyl-4,5-methylenedioxyamphetamine",CNC(C)CC1=C(C)C=C2OCOC2=C1,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6](-[#6]):[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
methallylescaline,COC1=CC(=CC(=C1OCC(C)=C)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6]-[#6](-[#6])=[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxyamphetamine",CC(N)CC1=CC=C2OCOC2=C1,[#6]-[#6](-[#7])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n- allylamphetamine",CC(CC1=CC=C2OCOC2=C1)NCC=C,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6]=[#6],pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-butylamphetamine",CCCCNC(C)CC1=CC=C2OCOC2=C1,[#6]-[#6]-[#6]-[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-benzylamphetamine",CC(CC1=CC=C2OCOC2=C1)NCC3=CC=CC=C3,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-ncyclopropylmethylamphetamine",CC(CC1=CC=C2OCOC2=C1)NCC3CC3,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6]1-[#6]-[#6]-1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n,n-dimethylamphetamine",CC(CC1=CC=C2OCOC2=C1)N(C)C,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7](-[#6])-[#6],pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-ethylamphetamine",CCNC(C)CC1=CC=C2OCOC2=C1,[#6]-[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-(2-hydroxyethyl)amphetamine",CC(CC1=CC=C2OCOC2=C1)NCCO,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6]-[#8],pihkal,narcotics.pihkal.pihkal
"(3,4-methylenedioxy-n-isopropylamphetamine)",CC(C)NC(C)CC1=CC=C2OCOC2=C1,[#6]-[#6](-[#6])-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-methylamphetamine",CNC(C)CC1=CC=C2OCOC2=C1,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-ethylenedioxy-n-methylamphetamine",CNC(C)CC1=CC=C2OCCOC2=C1,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-methyoxyamphetamine",CONC(C)CC1=CC=C2OCOC2=C1,[#6]-[#8]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-(2-methoxyethyl)amphetamine",COCCNC(C)CC1=CC=C2OCOC2=C1,[#6]-[#8]-[#6]-[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"a,a,n-trimethyl-3,4-methylenedioxy-phenethylamine",CNC(C)(C)CC1=CC=C2OCOC2=C1,[#6]-[#7]-[#6](-[#6])(-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-hydroxyamphetamine",CC(CC1=CC=C2OCOC2=C1)NO,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#8],pihkal,narcotics.pihkal.pihkal
